Date,Open,High,Low,Close,Volume,Ticker,Next_Close,Target
2023-01-02 00:00:00+05:30,1627.0,1639.75,1618.550048828125,1628.699951171875,2190689,HDFCBANK.NS,1639.3499755859375,1
2023-01-03 00:00:00+05:30,1622.199951171875,1643.0,1622.199951171875,1639.3499755859375,4189015,HDFCBANK.NS,1610.050048828125,0
2023-01-04 00:00:00+05:30,1635.0,1645.75,1607.0,1610.050048828125,5175800,HDFCBANK.NS,1599.699951171875,0
2023-01-05 00:00:00+05:30,1615.0,1618.050048828125,1589.4000244140625,1599.699951171875,5470718,HDFCBANK.NS,1594.4000244140625,0
2023-01-06 00:00:00+05:30,1602.0,1609.0999755859375,1578.199951171875,1594.4000244140625,4546231,HDFCBANK.NS,1597.5,1
2023-01-09 00:00:00+05:30,1596.0,1611.550048828125,1590.0,1597.5,5364670,HDFCBANK.NS,1568.300048828125,0
2023-01-10 00:00:00+05:30,1600.0,1600.0,1565.0,1568.300048828125,8185883,HDFCBANK.NS,1590.9000244140625,1
2023-01-11 00:00:00+05:30,1567.949951171875,1598.0,1560.0,1590.9000244140625,7597899,HDFCBANK.NS,1599.4000244140625,1
2023-01-12 00:00:00+05:30,1587.800048828125,1603.9000244140625,1584.1500244140625,1599.4000244140625,4625035,HDFCBANK.NS,1600.6500244140625,1
2023-01-13 00:00:00+05:30,1598.75,1609.9000244140625,1586.0,1600.6500244140625,4622273,HDFCBANK.NS,1585.300048828125,0
2023-01-16 00:00:00+05:30,1615.0,1621.300048828125,1580.300048828125,1585.300048828125,7374047,HDFCBANK.NS,1608.9000244140625,1
2023-01-17 00:00:00+05:30,1589.800048828125,1611.0,1577.5,1608.9000244140625,5393177,HDFCBANK.NS,1637.300048828125,1
2023-01-18 00:00:00+05:30,1605.0,1641.5999755859375,1599.699951171875,1637.300048828125,9545321,HDFCBANK.NS,1644.0999755859375,1
2023-01-19 00:00:00+05:30,1637.0,1650.0,1633.0,1644.0999755859375,5586081,HDFCBANK.NS,1660.949951171875,1
2023-01-20 00:00:00+05:30,1644.0999755859375,1669.0,1643.4000244140625,1660.949951171875,9421702,HDFCBANK.NS,1673.0999755859375,1
2023-01-23 00:00:00+05:30,1666.25,1682.5999755859375,1661.4000244140625,1673.0999755859375,7722200,HDFCBANK.NS,1695.5,1
2023-01-24 00:00:00+05:30,1675.050048828125,1702.4000244140625,1675.0,1695.5,12491970,HDFCBANK.NS,1648.6500244140625,0
2023-01-25 00:00:00+05:30,1691.4000244140625,1692.949951171875,1645.300048828125,1648.6500244140625,7352071,HDFCBANK.NS,1615.800048828125,0
2023-01-27 00:00:00+05:30,1632.0,1637.0,1589.949951171875,1615.800048828125,17589974,HDFCBANK.NS,1614.1500244140625,0
2023-01-30 00:00:00+05:30,1595.0,1625.300048828125,1582.0,1614.1500244140625,9256411,HDFCBANK.NS,1603.5,0
2023-01-31 00:00:00+05:30,1619.699951171875,1622.699951171875,1595.0,1603.5,9298122,HDFCBANK.NS,1627.550048828125,1
2023-02-01 00:00:00+05:30,1624.0,1665.0,1606.0,1627.550048828125,8651395,HDFCBANK.NS,1603.3499755859375,0
2023-02-02 00:00:00+05:30,1608.0999755859375,1624.5,1588.75,1603.3499755859375,8748553,HDFCBANK.NS,1658.800048828125,1
2023-02-03 00:00:00+05:30,1611.0,1660.5,1607.0,1658.800048828125,7205550,HDFCBANK.NS,1651.75,0
2023-02-06 00:00:00+05:30,1660.0,1669.4000244140625,1646.199951171875,1651.75,5583836,HDFCBANK.NS,1654.199951171875,1
2023-02-07 00:00:00+05:30,1659.4000244140625,1664.9000244140625,1632.5999755859375,1654.199951171875,5132294,HDFCBANK.NS,1654.0,0
2023-02-08 00:00:00+05:30,1654.25,1668.199951171875,1650.0,1654.0,4222413,HDFCBANK.NS,1650.550048828125,0
2023-02-09 00:00:00+05:30,1660.0,1661.6500244140625,1635.550048828125,1650.550048828125,5888668,HDFCBANK.NS,1657.0999755859375,1
2023-02-10 00:00:00+05:30,1648.800048828125,1658.5,1642.199951171875,1657.0999755859375,4086058,HDFCBANK.NS,1658.3499755859375,1
2023-02-13 00:00:00+05:30,1655.0,1661.75,1644.550048828125,1658.3499755859375,2868472,HDFCBANK.NS,1673.699951171875,1
2023-02-14 00:00:00+05:30,1665.0,1677.5,1657.949951171875,1673.699951171875,5454296,HDFCBANK.NS,1670.300048828125,0
2023-02-15 00:00:00+05:30,1678.0,1678.0,1656.75,1670.300048828125,5719356,HDFCBANK.NS,1664.25,0
2023-02-16 00:00:00+05:30,1673.199951171875,1681.9000244140625,1661.0,1664.25,4031250,HDFCBANK.NS,1655.9000244140625,0
2023-02-17 00:00:00+05:30,1661.0,1668.1500244140625,1642.949951171875,1655.9000244140625,4478135,HDFCBANK.NS,1640.3499755859375,0
2023-02-20 00:00:00+05:30,1660.0,1669.449951171875,1634.800048828125,1640.3499755859375,4043353,HDFCBANK.NS,1646.5,1
2023-02-21 00:00:00+05:30,1640.0,1662.3499755859375,1634.0,1646.5,6194648,HDFCBANK.NS,1614.199951171875,0
2023-02-22 00:00:00+05:30,1639.0,1641.949951171875,1609.050048828125,1614.199951171875,5179551,HDFCBANK.NS,1603.25,0
2023-02-23 00:00:00+05:30,1613.0,1618.8499755859375,1592.0999755859375,1603.25,13941005,HDFCBANK.NS,1588.949951171875,0
2023-02-24 00:00:00+05:30,1617.9000244140625,1617.9000244140625,1585.199951171875,1588.949951171875,8530870,HDFCBANK.NS,1592.9000244140625,1
2023-02-27 00:00:00+05:30,1585.9000244140625,1599.0,1577.300048828125,1592.9000244140625,7156486,HDFCBANK.NS,1599.5999755859375,1
2023-02-28 00:00:00+05:30,1592.0,1605.300048828125,1588.699951171875,1599.5999755859375,9496996,HDFCBANK.NS,1598.050048828125,0
2023-03-01 00:00:00+05:30,1612.0,1613.0,1595.75,1598.050048828125,7068628,HDFCBANK.NS,1584.449951171875,0
2023-03-02 00:00:00+05:30,1594.0,1605.949951171875,1582.0,1584.449951171875,8695907,HDFCBANK.NS,1615.9000244140625,1
2023-03-03 00:00:00+05:30,1596.0,1620.0,1588.0,1615.9000244140625,7493117,HDFCBANK.NS,1627.300048828125,1
2023-03-06 00:00:00+05:30,1620.0,1639.449951171875,1618.050048828125,1627.300048828125,13502355,HDFCBANK.NS,1630.550048828125,1
2023-03-08 00:00:00+05:30,1620.0,1639.5,1620.0,1630.550048828125,10049887,HDFCBANK.NS,1630.699951171875,1
2023-03-09 00:00:00+05:30,1629.949951171875,1645.949951171875,1627.0,1630.699951171875,10350083,HDFCBANK.NS,1588.6500244140625,0
2023-03-10 00:00:00+05:30,1610.449951171875,1613.75,1585.0,1588.6500244140625,13693500,HDFCBANK.NS,1568.550048828125,0
2023-03-13 00:00:00+05:30,1587.9000244140625,1603.800048828125,1564.949951171875,1568.550048828125,13221775,HDFCBANK.NS,1564.3499755859375,0
2023-03-14 00:00:00+05:30,1570.25,1583.5999755859375,1559.300048828125,1564.3499755859375,16592806,HDFCBANK.NS,1541.9000244140625,0
2023-03-15 00:00:00+05:30,1578.0,1582.9000244140625,1536.5999755859375,1541.9000244140625,18632377,HDFCBANK.NS,1551.9000244140625,1
2023-03-16 00:00:00+05:30,1539.0,1559.0999755859375,1532.050048828125,1551.9000244140625,10876671,HDFCBANK.NS,1572.6500244140625,1
